"id","BAorHigher","Variable","Value"
"53019",66.8,"Less than high school graduate",20.8
"53021",80.5,"Less than high school graduate",70.2
"53023",75.7,"Less than high school graduate",57.1
"53025",82.5,"Less than high school graduate",68.8
"53027",73.4,"Less than high school graduate",44.2
"53029",69.7,"Less than high school graduate",43.9
"53031",63.1,"Less than high school graduate",46.8
"53033",83.1,"Less than high school graduate",60.2
"53035",74.2,"Less than high school graduate",46
"53037",75.4,"Less than high school graduate",56.4
"53039",77.7,"Less than high school graduate",50.3
"53041",72.5,"Less than high school graduate",48.9
"53043",78.3,"Less than high school graduate",43.4
"53045",74.3,"Less than high school graduate",47.7
"53047",81.3,"Less than high school graduate",58.4
"53049",66.4,"Less than high school graduate",42.5
"53051",73.8,"Less than high school graduate",41.5
"53053",78.1,"Less than high school graduate",50.7
"53055",73.5,"Less than high school graduate",65.6
"53057",76.3,"Less than high school graduate",58
"53059",78.8,"Less than high school graduate",38.6
"53061",81.5,"Less than high school graduate",56.6
"53063",79.7,"Less than high school graduate",42.5
"53065",71.1,"Less than high school graduate",39
"53067",78,"Less than high school graduate",51.7
"53069",75.2,"Less than high school graduate",43.6
"53071",83.6,"Less than high school graduate",56.2
"53073",80.1,"Less than high school graduate",58.6
"53075",82.4,"Less than high school graduate",36.6
"53077",82.7,"Less than high school graduate",61.8
"54001",84.2,"Less than high school graduate",31.8
"54003",81.1,"Less than high school graduate",43.6
"54005",80,"Less than high school graduate",23.6
"54007",85,"Less than high school graduate",42.9
"54009",83.3,"Less than high school graduate",30.4
"54011",79.7,"Less than high school graduate",30.3
"54013",70.9,"Less than high school graduate",25.7
"54015",85,"Less than high school graduate",30.8
"54017",53.5,"Less than high school graduate",26.1
"54019",85.9,"Less than high school graduate",27
"54021",73.4,"Less than high school graduate",24.7
"54023",88.6,"Less than high school graduate",50.1
"54025",73.6,"Less than high school graduate",40.2
"54027",76.8,"Less than high school graduate",44.6
"54029",87.5,"Less than high school graduate",39.3
"54031",81,"Less than high school graduate",47.5
"54033",80.6,"Less than high school graduate",36.3
"54035",85.1,"Less than high school graduate",33.3
"54037",83.3,"Less than high school graduate",46.9
"54039",85.8,"Less than high school graduate",36.6
"54041",79.6,"Less than high school graduate",34.3
"54043",81.4,"Less than high school graduate",27.2
"54045",80.3,"Less than high school graduate",21.1
"54047",69.6,"Less than high school graduate",15.4
"54049",84.1,"Less than high school graduate",35.6
"54051",84.9,"Less than high school graduate",36.5
"54053",70.2,"Less than high school graduate",32.8
"54055",81,"Less than high school graduate",26.5
"54057",76.4,"Less than high school graduate",33.3
"54059",81.5,"Less than high school graduate",23.3
"54061",82.6,"Less than high school graduate",46.3
"54063",80.9,"Less than high school graduate",32.6
"54065",82.7,"Less than high school graduate",50.2
"54067",79.8,"Less than high school graduate",30.5
"54069",81,"Less than high school graduate",47.1
"54071",79,"Less than high school graduate",37.4
"54073",86.4,"Less than high school graduate",18.5
"54075",86.7,"Less than high school graduate",36.7
"54077",84.9,"Less than high school graduate",22.6
"54079",85.8,"Less than high school graduate",39.3
"54081",79.2,"Less than high school graduate",30
"54083",84.2,"Less than high school graduate",36.6
"54085",81.3,"Less than high school graduate",31.1
"54087",74.9,"Less than high school graduate",35
"54089",75.9,"Less than high school graduate",20.1
"54091",84.3,"Less than high school graduate",33.7
"54093",83.2,"Less than high school graduate",36.4
"54095",76.7,"Less than high school graduate",32.5
"54097",85.6,"Less than high school graduate",39.5
"54099",76.2,"Less than high school graduate",20.8
"54101",67,"Less than high school graduate",42.5
"54103",71.1,"Less than high school graduate",31.7
"54105",77.1,"Less than high school graduate",58
"54107",82.8,"Less than high school graduate",33.5
"54109",81.1,"Less than high school graduate",18.2
"55001",70.3,"Less than high school graduate",40.2
"55003",80,"Less than high school graduate",61.6
"55005",84.7,"Less than high school graduate",54.7
"55007",79.2,"Less than high school graduate",49.1
"55009",85.6,"Less than high school graduate",54.7
"55011",86.7,"Less than high school graduate",63.8
"55013",78,"Less than high school graduate",44.6
"55015",88,"Less than high school graduate",66.5
"55017",85.7,"Less than high school graduate",50.4
"55019",82.4,"Less than high school graduate",58.4
"55021",86.4,"Less than high school graduate",57.5
"55023",77.3,"Less than high school graduate",50.4
"55025",86.8,"Less than high school graduate",63.7
"55027",82.5,"Less than high school graduate",55.1
"55029",76.2,"Less than high school graduate",65.3
"55031",82,"Less than high school graduate",47.9
"55033",83.9,"Less than high school graduate",55.7
"55035",86.3,"Less than high school graduate",50.1
"55037",84.1,"Less than high school graduate",26.9
"55039",84.7,"Less than high school graduate",62.3
"55041",78.1,"Less than high school graduate",38.3
"55043",88.7,"Less than high school graduate",52.1
"55045",87.8,"Less than high school graduate",65.8
"55047",83,"Less than high school graduate",55.4
"55049",88.4,"Less than high school graduate",66.7
"55051",80.6,"Less than high school graduate",48
"55053",80.4,"Less than high school graduate",50.4
"55055",87.1,"Less than high school graduate",59.5
"55057",81.5,"Less than high school graduate",44.3
"55059",83.5,"Less than high school graduate",53.4
"55061",85.1,"Less than high school graduate",76.4
"55063",86.6,"Less than high school graduate",57.9
"55065",88.4,"Less than high school graduate",64.5
"55067",79.5,"Less than high school graduate",45.4
"55069",82,"Less than high school graduate",61.8
"55071",85.9,"Less than high school graduate",57.1
"55073",86.1,"Less than high school graduate",61.3
"55075",78.1,"Less than high school graduate",49.5
"55077",78.2,"Less than high school graduate",53
"55078",89.5,"Less than high school graduate",31.8
"55079",86,"Less than high school graduate",46.1
"55081",79.3,"Less than high school graduate",57.6
"55083",88.2,"Less than high school graduate",58.9
"55085",80.5,"Less than high school graduate",49
"55087",87.4,"Less than high school graduate",60.2
"55089",83.7,"Less than high school graduate",54.8
"55091",86.2,"Less than high school graduate",52.1
"55093",88.7,"Less than high school graduate",51.6
"55095",83.9,"Less than high school graduate",55.5
"55097",85.4,"Less than high school graduate",58
"55099",82.4,"Less than high school graduate",58.8
"55101",83.1,"Less than high school graduate",50.2
"55103",82.4,"Less than high school graduate",51.3
"55105",83.9,"Less than high school graduate",53.3
"55107",81.3,"Less than high school graduate",61
"55109",88.4,"Less than high school graduate",58.8
"55111",88.5,"Less than high school graduate",55.1
"55113",73.9,"Less than high school graduate",44.4
"55115",83.4,"Less than high school graduate",58.2
"55117",85.9,"Less than high school graduate",60.9
"55119",86.7,"Less than high school graduate",63
"55121",86.6,"Less than high school graduate",58.5
"55123",82.9,"Less than high school graduate",34.7
"55125",76.2,"Less than high school graduate",55.7
"55127",81.2,"Less than high school graduate",66.6
"55129",80.3,"Less than high school graduate",55.8
"55131",86.6,"Less than high school graduate",69.5
"55133",85.1,"Less than high school graduate",63.3
"55135",84,"Less than high school graduate",62.9
"55137",76.7,"Less than high school graduate",45.4
"55139",84.8,"Less than high school graduate",47.4
"55141",84.9,"Less than high school graduate",61.7
"56001",83,"Less than high school graduate",56.2
"56003",85.7,"Less than high school graduate",49
"56005",87,"Less than high school graduate",60.3
"56007",82.8,"Less than high school graduate",60.4
"56009",83,"Less than high school graduate",70.9
"56011",80.8,"Less than high school graduate",60
"56013",82.8,"Less than high school graduate",47.1
"56015",83.6,"Less than high school graduate",49.1
"56017",78.7,"Less than high school graduate",57
"56019",86.9,"Less than high school graduate",66.8
"56021",82.7,"Less than high school graduate",55.6
"56023",81.6,"Less than high school graduate",68.8
"56025",87.1,"Less than high school graduate",64.4
"56027",80.4,"Less than high school graduate",17.7
"56029",79.9,"Less than high school graduate",68.8
"56031",79.3,"Less than high school graduate",31.8
"56033",82.9,"Less than high school graduate",58.1
"56035",87.8,"Less than high school graduate",58.9
"56037",83.7,"Less than high school graduate",69.5
"56039",85.5,"Less than high school graduate",86.9
"56041",80.3,"Less than high school graduate",63.7
"56043",82.3,"Less than high school graduate",70.6
"56045",83.2,"Less than high school graduate",48.9
"01001",80.4,"High school graduate (includes equivalency)",70.5
"01003",75.3,"High school graduate (includes equivalency)",67.6
"01005",79.4,"High school graduate (includes equivalency)",44.9
"01007",71.5,"High school graduate (includes equivalency)",57.9
"01009",80.9,"High school graduate (includes equivalency)",58.5
"01011",67.4,"High school graduate (includes equivalency)",61.1
"01013",80,"High school graduate (includes equivalency)",64
"01015",78.3,"High school graduate (includes equivalency)",61.2
"01017",83.4,"High school graduate (includes equivalency)",65.5
"01019",78.3,"High school graduate (includes equivalency)",57.2
"01021",82.1,"High school graduate (includes equivalency)",60
"01023",74.2,"High school graduate (includes equivalency)",57.2
"01025",69,"High school graduate (includes equivalency)",47.9
"01027",68.6,"High school graduate (includes equivalency)",63.8
"01029",89.3,"High school graduate (includes equivalency)",65.7
"01031",72.5,"High school graduate (includes equivalency)",61.7
"01033",79.7,"High school graduate (includes equivalency)",59
"01035",77,"High school graduate (includes equivalency)",49.5
"01037",78.3,"High school graduate (includes equivalency)",55.2
"01039",75.3,"High school graduate (includes equivalency)",60.7
"01041",85.4,"High school graduate (includes equivalency)",60.4
"01043",77.4,"High school graduate (includes equivalency)",61.4
"01045",68.7,"High school graduate (includes equivalency)",63.7
"01047",78.3,"High school graduate (includes equivalency)",54.3
"01049",79.1,"High school graduate (includes equivalency)",59.5
"01051",80,"High school graduate (includes equivalency)",56.8
"01053",71.3,"High school graduate (includes equivalency)",50.3
"01055",79.6,"High school graduate (includes equivalency)",58.7
"01057",69.2,"High school graduate (includes equivalency)",58.8
"01059",80.9,"High school graduate (includes equivalency)",59.5
"01061",72.6,"High school graduate (includes equivalency)",64.3
"01063",72.6,"High school graduate (includes equivalency)",45.1
"01065",82.4,"High school graduate (includes equivalency)",53.6
"01067",88.1,"High school graduate (includes equivalency)",55.7
"01069",80.6,"High school graduate (includes equivalency)",64
"01071",76.1,"High school graduate (includes equivalency)",62.7
"01073",82.6,"High school graduate (includes equivalency)",60.4
"01075",84,"High school graduate (includes equivalency)",60.2
"01077",75.6,"High school graduate (includes equivalency)",66
"01079",77.6,"High school graduate (includes equivalency)",60.7
"01081",81.7,"High school graduate (includes equivalency)",64.4
"01083",78.9,"High school graduate (includes equivalency)",61.2
"01085",77,"High school graduate (includes equivalency)",54.1
"01087",75.5,"High school graduate (includes equivalency)",55
"01089",82.5,"High school graduate (includes equivalency)",64.9
"01091",75.9,"High school graduate (includes equivalency)",53.8
"01093",79.3,"High school graduate (includes equivalency)",63.8
"01095",79.8,"High school graduate (includes equivalency)",62.4
"01097",82.4,"High school graduate (includes equivalency)",60.2
"01099",74,"High school graduate (includes equivalency)",42.2
"01101",79.6,"High school graduate (includes equivalency)",62.6
"01103",81.2,"High school graduate (includes equivalency)",64.5
"01105",78.6,"High school graduate (includes equivalency)",41.4
"01107",70.1,"High school graduate (includes equivalency)",52.7
"01109",76.3,"High school graduate (includes equivalency)",67.7
"01111",69,"High school graduate (includes equivalency)",65.6
"01113",74.9,"High school graduate (includes equivalency)",61.1
"01115",82.2,"High school graduate (includes equivalency)",64
"01117",82.6,"High school graduate (includes equivalency)",69.5
"01119",75.6,"High school graduate (includes equivalency)",53.1
"01121",78.4,"High school graduate (includes equivalency)",58.4
"01123",75.3,"High school graduate (includes equivalency)",59.9
"01125",81.7,"High school graduate (includes equivalency)",64.4
"01127",80.5,"High school graduate (includes equivalency)",54.1
"01129",80.6,"High school graduate (includes equivalency)",54
"01131",76.6,"High school graduate (includes equivalency)",41.3
"01133",76.2,"High school graduate (includes equivalency)",59.8
"02013",93.5,"High school graduate (includes equivalency)",87.1
"02016",96,"High school graduate (includes equivalency)",82.2
"02020",83.8,"High school graduate (includes equivalency)",68.8
"02050",93.8,"High school graduate (includes equivalency)",57.3
"02060",91.2,"High school graduate (includes equivalency)",77.5
"02068",88.2,"High school graduate (includes equivalency)",75.9
"02070",89,"High school graduate (includes equivalency)",50.3
"02090",77.9,"High school graduate (includes equivalency)",64.4
"02100",80,"High school graduate (includes equivalency)",72
"02105",83.3,"High school graduate (includes equivalency)",60.6
"02110",85.5,"High school graduate (includes equivalency)",73
"02122",79.2,"High school graduate (includes equivalency)",58.6
"02130",85.6,"High school graduate (includes equivalency)",66.2
"02150",80.2,"High school graduate (includes equivalency)",70
"02158",86.4,"High school graduate (includes equivalency)",47.6
"02164",80.4,"High school graduate (includes equivalency)",66.4
"02170",79.4,"High school graduate (includes equivalency)",61.8
"02180",92.4,"High school graduate (includes equivalency)",54.6
"02185",92.7,"High school graduate (includes equivalency)",73.6
"02188",91.6,"High school graduate (includes equivalency)",52.7
"02195",82.2,"High school graduate (includes equivalency)",77.9
"02198",78.3,"High school graduate (includes equivalency)",56.5
"02220",88.4,"High school graduate (includes equivalency)",69.4
"02230",87.2,"High school graduate (includes equivalency)",78.6
"02240",66.8,"High school graduate (includes equivalency)",57.2
"02261",86,"High school graduate (includes equivalency)",49.8
"02275",86,"High school graduate (includes equivalency)",67.3
"02282",89.7,"High school graduate (includes equivalency)",73.8
"02290",87.3,"High school graduate (includes equivalency)",52.5
"04001",74.9,"High school graduate (includes equivalency)",38.7
"04003",67.4,"High school graduate (includes equivalency)",50.5
"04005",82.8,"High school graduate (includes equivalency)",64.5
"04007",74.7,"High school graduate (includes equivalency)",52.9
"04009",76.9,"High school graduate (includes equivalency)",52
"04011",81.4,"High school graduate (includes equivalency)",64
"04012",69,"High school graduate (includes equivalency)",51.3
"04013",81.1,"High school graduate (includes equivalency)",66.3
"04015",72.7,"High school graduate (includes equivalency)",52.7
"04017",73.1,"High school graduate (includes equivalency)",48.6
"04019",77.6,"High school graduate (includes equivalency)",63.1
"04021",73.3,"High school graduate (includes equivalency)",51.9
"04023",75.7,"High school graduate (includes equivalency)",65.4
"04025",66.6,"High school graduate (includes equivalency)",60.3
"04027",78.5,"High school graduate (includes equivalency)",60.3
"05001",84.5,"High school graduate (includes equivalency)",65
"05003",79.1,"High school graduate (includes equivalency)",60.9
"05005",70.4,"High school graduate (includes equivalency)",61.9
"05007",81.3,"High school graduate (includes equivalency)",71.7
"05009",79,"High school graduate (includes equivalency)",59.8
"05011",83.8,"High school graduate (includes equivalency)",58.6
"05013",86.2,"High school graduate (includes equivalency)",58.2
"05015",77.6,"High school graduate (includes equivalency)",68.8
"05017",80.6,"High school graduate (includes equivalency)",51.1
"05019",84.8,"High school graduate (includes equivalency)",59.2
"05021",79,"High school graduate (includes equivalency)",67.7
"05023",70.7,"High school graduate (includes equivalency)",57.6
"05025",83.8,"High school graduate (includes equivalency)",65.8
"05027",83.9,"High school graduate (includes equivalency)",64.3
"05029",88.8,"High school graduate (includes equivalency)",57.9
"05031",83,"High school graduate (includes equivalency)",66.7
"05033",87.8,"High school graduate (includes equivalency)",61.5
"05035",85.6,"High school graduate (includes equivalency)",64.2
"05037",86.3,"High school graduate (includes equivalency)",66.3
"05039",80.8,"High school graduate (includes equivalency)",58
"05041",87.4,"High school graduate (includes equivalency)",56.7
"05043",80.9,"High school graduate (includes equivalency)",59.5
"05045",84,"High school graduate (includes equivalency)",66.8
"05047",83.1,"High school graduate (includes equivalency)",59.9
"05049",71.4,"High school graduate (includes equivalency)",61.8
"05051",79.2,"High school graduate (includes equivalency)",60.9
"05053",77.3,"High school graduate (includes equivalency)",61.3
"05055",86.8,"High school graduate (includes equivalency)",61
"05057",80,"High school graduate (includes equivalency)",58.4
"05059",76.5,"High school graduate (includes equivalency)",56.7
"05061",91.2,"High school graduate (includes equivalency)",67.5
"05063",80.3,"High school graduate (includes equivalency)",58.3
"05065",73.6,"High school graduate (includes equivalency)",55.2
"05067",78.1,"High school graduate (includes equivalency)",49.9
"05069",80,"High school graduate (includes equivalency)",51.9
"05071",81.2,"High school graduate (includes equivalency)",67.9
"05073",83.5,"High school graduate (includes equivalency)",49.8
"05075",80,"High school graduate (includes equivalency)",58.2
"05077",69.3,"High school graduate (includes equivalency)",36.1
"05079",74.8,"High school graduate (includes equivalency)",30
"05081",78.6,"High school graduate (includes equivalency)",58.4
"05083",77.7,"High school graduate (includes equivalency)",63.9
"05085",85.1,"High school graduate (includes equivalency)",69.9
"05087",81,"High school graduate (includes equivalency)",73.5
"05089",58.9,"High school graduate (includes equivalency)",56.8
"05091",82.5,"High school graduate (includes equivalency)",63.5
"05093",82.1,"High school graduate (includes equivalency)",58.9
"05095",81.4,"High school graduate (includes equivalency)",59
"05097",68.9,"High school graduate (includes equivalency)",63.8
"05099",72.6,"High school graduate (includes equivalency)",64.5
"05101",74.1,"High school graduate (includes equivalency)",66.6
"05103",86.2,"High school graduate (includes equivalency)",61.6
"05105",79.1,"High school graduate (includes equivalency)",61.2
"05107",90.6,"High school graduate (includes equivalency)",60
"05109",83,"High school graduate (includes equivalency)",57.2
"05111",84,"High school graduate (includes equivalency)",60.9
"05113",85.3,"High school graduate (includes equivalency)",60
"05115",81.9,"High school graduate (includes equivalency)",62.5
"05117",76.5,"High school graduate (includes equivalency)",65.4
"05119",82.6,"High school graduate (includes equivalency)",62.8
"05121",83.7,"High school graduate (includes equivalency)",61
"05123",78.1,"High school graduate (includes equivalency)",45.9
"05125",85.3,"High school graduate (includes equivalency)",69.1
"05127",88.4,"High school graduate (includes equivalency)",62.6
"05129",77.4,"High school graduate (includes equivalency)",54.7
"05131",78.9,"High school graduate (includes equivalency)",66.6
"05133",84.1,"High school graduate (includes equivalency)",68.8
"05135",82.3,"High school graduate (includes equivalency)",52
"05137",82,"High school graduate (includes equivalency)",62.1
"05139",80.6,"High school graduate (includes equivalency)",60.9
"05141",65.2,"High school graduate (includes equivalency)",54
"05143",83,"High school graduate (includes equivalency)",69.9
"05145",80.7,"High school graduate (includes equivalency)",63.3
"05147",82.9,"High school graduate (includes equivalency)",57.6
"05149",84.2,"High school graduate (includes equivalency)",67.2
"06001",81.8,"High school graduate (includes equivalency)",67.7
"06003",72.7,"High school graduate (includes equivalency)",51.3
"06005",67.8,"High school graduate (includes equivalency)",46
"06007",76.6,"High school graduate (includes equivalency)",54.6
"06009",71.1,"High school graduate (includes equivalency)",50.3
"06011",80.6,"High school graduate (includes equivalency)",62.7
"06013",80.3,"High school graduate (includes equivalency)",66.1
"06015",72.9,"High school graduate (includes equivalency)",41.3
"06017",77.9,"High school graduate (includes equivalency)",59.9
"06019",81.1,"High school graduate (includes equivalency)",60.3
"06021",73.4,"High school graduate (includes equivalency)",58.3
"06023",76.8,"High school graduate (includes equivalency)",59.4
"06025",75.7,"High school graduate (includes equivalency)",51.9
"06027",80.7,"High school graduate (includes equivalency)",70.8
"06029",78.6,"High school graduate (includes equivalency)",59.9
"06031",73.3,"High school graduate (includes equivalency)",47.7
"06033",66.4,"High school graduate (includes equivalency)",52.2
"06035",69.1,"High school graduate (includes equivalency)",27.6
"06037",81,"High school graduate (includes equivalency)",66.7
"06039",75.3,"High school graduate (includes equivalency)",47.8
"06041",80.8,"High school graduate (includes equivalency)",70
"06043",74.9,"High school graduate (includes equivalency)",61.3
"06045",77,"High school graduate (includes equivalency)",61.4
"06047",78.6,"High school graduate (includes equivalency)",60.3
"06049",73,"High school graduate (includes equivalency)",47
"06051",75.3,"High school graduate (includes equivalency)",66.3
"06053",73.7,"High school graduate (includes equivalency)",64
"06055",83.1,"High school graduate (includes equivalency)",68.4
"06057",72.3,"High school graduate (includes equivalency)",63.3
"06059",80.9,"High school graduate (includes equivalency)",70.1
"06061",78.8,"High school graduate (includes equivalency)",64.8
"06063",71.9,"High school graduate (includes equivalency)",58.7
"06065",77,"High school graduate (includes equivalency)",63.7
"06067",81.3,"High school graduate (includes equivalency)",62
"06069",79.1,"High school graduate (includes equivalency)",70.8
"06071",77.8,"High school graduate (includes equivalency)",61.4
"06073",79.5,"High school graduate (includes equivalency)",64.1
"06075",85.5,"High school graduate (includes equivalency)",67.7
"06077",79.3,"High school graduate (includes equivalency)",61.6
"06079",78.1,"High school graduate (includes equivalency)",61.1
"06081",83,"High school graduate (includes equivalency)",72.4
"06083",81,"High school graduate (includes equivalency)",69.8
"06085",80.7,"High school graduate (includes equivalency)",68.7
"06087",80.4,"High school graduate (includes equivalency)",70.3
"06089",75.3,"High school graduate (includes equivalency)",55.1
"06091",62.9,"High school graduate (includes equivalency)",41
"06093",69.7,"High school graduate (includes equivalency)",50.2
"06095",77.8,"High school graduate (includes equivalency)",60.5
"06097",79.8,"High school graduate (includes equivalency)",68.9
"06099",79.1,"High school graduate (includes equivalency)",61.5
"06101",76.8,"High school graduate (includes equivalency)",63.9
"06103",78.3,"High school graduate (includes equivalency)",53.5
"06105",66.1,"High school graduate (includes equivalency)",55.9
"06107",81.3,"High school graduate (includes equivalency)",63.4
"06109",70.9,"High school graduate (includes equivalency)",50.5
"06111",80.3,"High school graduate (includes equivalency)",68.4
"06113",81,"High school graduate (includes equivalency)",62.9
"06115",76.9,"High school graduate (includes equivalency)",53.2
"08001",84.2,"High school graduate (includes equivalency)",73.3
"08003",73,"High school graduate (includes equivalency)",43.4
"08005",82.9,"High school graduate (includes equivalency)",72.1
"08007",74.8,"High school graduate (includes equivalency)",63.5
"08009",81.5,"High school graduate (includes equivalency)",70.5
"08011",66.4,"High school graduate (includes equivalency)",15.5
"08013",83.3,"High school graduate (includes equivalency)",72.2
"08014",84.5,"High school graduate (includes equivalency)",76.1
"08015",76.4,"High school graduate (includes equivalency)",53.7
"08017",85.5,"High school graduate (includes equivalency)",75.2
"08019",82.4,"High school graduate (includes equivalency)",76.7
"08021",70.9,"High school graduate (includes equivalency)",56.7
"08023",67.2,"High school graduate (includes equivalency)",45.2
"08025",66.9,"High school graduate (includes equivalency)",20.6
"08027",45.8,"High school graduate (includes equivalency)",57.7
"08029",79.5,"High school graduate (includes equivalency)",58.3
"08031",86.1,"High school graduate (includes equivalency)",67.1
"08033",83.4,"High school graduate (includes equivalency)",76.2
"08035",82.8,"High school graduate (includes equivalency)",74.1
"08037",86.6,"High school graduate (includes equivalency)",86.9
"08039",77.9,"High school graduate (includes equivalency)",74.8
"08041",75.7,"High school graduate (includes equivalency)",64.5
"08043",64.5,"High school graduate (includes equivalency)",28.4
"08045",85.8,"High school graduate (includes equivalency)",73.5
"08047",86.6,"High school graduate (includes equivalency)",80.6
"08049",83.3,"High school graduate (includes equivalency)",81.9
"08051",83.5,"High school graduate (includes equivalency)",75.7
"08053",73,"High school graduate (includes equivalency)",71.8
"08055",66,"High school graduate (includes equivalency)",40.2
"08057",87.3,"High school graduate (includes equivalency)",83.3
"08059",84.4,"High school graduate (includes equivalency)",73.9
"08061",89.2,"High school graduate (includes equivalency)",80.1
"08063",73.6,"High school graduate (includes equivalency)",53.3
"08065",81.1,"High school graduate (includes equivalency)",88.9
"08067",80.7,"High school graduate (includes equivalency)",75.3
"08069",81.9,"High school graduate (includes equivalency)",74.6
"08071",73.3,"High school graduate (includes equivalency)",59.5
"08073",75.8,"High school graduate (includes equivalency)",22.9
"08075",82.8,"High school graduate (includes equivalency)",70.6
"08077",78.3,"High school graduate (includes equivalency)",68.6
"08079",79.2,"High school graduate (includes equivalency)",77.4
"08081",88.7,"High school graduate (includes equivalency)",69.7
"08083",73.3,"High school graduate (includes equivalency)",66.9
"08085",76.3,"High school graduate (includes equivalency)",65
"08087",91.4,"High school graduate (includes equivalency)",75.4
"08089",80.5,"High school graduate (includes equivalency)",55.3
"08091",78.6,"High school graduate (includes equivalency)",73.7
"08093",76.1,"High school graduate (includes equivalency)",77.4
"08095",77,"High school graduate (includes equivalency)",61.8
"08097",86.2,"High school graduate (includes equivalency)",78.5
"08099",84.4,"High school graduate (includes equivalency)",69.6
"08101",79.3,"High school graduate (includes equivalency)",57.5
"08103",80.5,"High school graduate (includes equivalency)",77.7
"08105",78.6,"High school graduate (includes equivalency)",64.2
"08107",83.4,"High school graduate (includes equivalency)",82.7
"08109",67.5,"High school graduate (includes equivalency)",56.5
"08111",71.8,"High school graduate (includes equivalency)",68.1
"08113",75.6,"High school graduate (includes equivalency)",86.2
"08115",73.4,"High school graduate (includes equivalency)",68.8
"08117",80.5,"High school graduate (includes equivalency)",86.3
"08119",74.8,"High school graduate (includes equivalency)",71.1
"08121",78.9,"High school graduate (includes equivalency)",71.4
"08123",83.9,"High school graduate (includes equivalency)",70.8
"08125",90.5,"High school graduate (includes equivalency)",78.1
"09001",80.6,"High school graduate (includes equivalency)",71.3
"09003",84.8,"High school graduate (includes equivalency)",69.1
"09005",84.6,"High school graduate (includes equivalency)",75.6
"09007",86.9,"High school graduate (includes equivalency)",75
"09009",84,"High school graduate (includes equivalency)",68.3
"09011",82,"High school graduate (includes equivalency)",71.2
"09013",86.3,"High school graduate (includes equivalency)",72.8
"09015",85.4,"High school graduate (includes equivalency)",73.1
"10001",84.5,"High school graduate (includes equivalency)",69.1
"10003",85,"High school graduate (includes equivalency)",66.2
"10005",76.8,"High school graduate (includes equivalency)",67.5
"11001",87,"High school graduate (includes equivalency)",56
"12001",81.3,"High school graduate (includes equivalency)",63
"12003",76.1,"High school graduate (includes equivalency)",56.7
"12005",78.8,"High school graduate (includes equivalency)",62.4
"12007",75.6,"High school graduate (includes equivalency)",49.4
"12009",77.6,"High school graduate (includes equivalency)",61
"12011",81.4,"High school graduate (includes equivalency)",69.6
"12013",86.8,"High school graduate (includes equivalency)",45.5
"12015",65.8,"High school graduate (includes equivalency)",59.4
"12017",65.3,"High school graduate (includes equivalency)",57.2
"12019",76.9,"High school graduate (includes equivalency)",66.6
"12021",74.2,"High school graduate (includes equivalency)",71.1
"12023",77.9,"High school graduate (includes equivalency)",54.9
"12027",71,"High school graduate (includes equivalency)",53.7
"12029",73,"High school graduate (includes equivalency)",50.4
"12031",81.2,"High school graduate (includes equivalency)",63.7
"12033",77.9,"High school graduate (includes equivalency)",61.7
"12035",70.2,"High school graduate (includes equivalency)",61.5
"12037",70.7,"High school graduate (includes equivalency)",42.2
"12039",72.9,"High school graduate (includes equivalency)",54.5
"12041",73.5,"High school graduate (includes equivalency)",67.6
"12043",57.8,"High school graduate (includes equivalency)",41.3
"12045",72.1,"High school graduate (includes equivalency)",45.5
"12047",75.7,"High school graduate (includes equivalency)",41.4
"12049",72.4,"High school graduate (includes equivalency)",56.4
"12051",79,"High school graduate (includes equivalency)",52.4
"12053",72.3,"High school graduate (includes equivalency)",56.5
"12055",72.7,"High school graduate (includes equivalency)",60
"12057",82.2,"High school graduate (includes equivalency)",67.3
"12059",56,"High school graduate (includes equivalency)",52.4
"12061",73,"High school graduate (includes equivalency)",63.1
"12063",72.2,"High school graduate (includes equivalency)",44.9
"12065",78.1,"High school graduate (includes equivalency)",44.2
"12067",78,"High school graduate (includes equivalency)",48.1
"12069",79.6,"High school graduate (includes equivalency)",62.6
"12071",72.6,"High school graduate (includes equivalency)",63.6
"12073",83.8,"High school graduate (includes equivalency)",65.7
"12075",77,"High school graduate (includes equivalency)",55.4
"12077",77.6,"High school graduate (includes equivalency)",48.4
"12079",72.9,"High school graduate (includes equivalency)",46.4
"12081",75.3,"High school graduate (includes equivalency)",66.9
"12083",70.2,"High school graduate (includes equivalency)",57.6
"12085",74.2,"High school graduate (includes equivalency)",64.8
"12086",80.8,"High school graduate (includes equivalency)",67.1
"12087",77.8,"High school graduate (includes equivalency)",72.9
"12089",69.1,"High school graduate (includes equivalency)",60.3
"12091",73.3,"High school graduate (includes equivalency)",66.7
"12093",75.2,"High school graduate (includes equivalency)",48.4
"12095",82.6,"High school graduate (includes equivalency)",69.4
"12097",76.6,"High school graduate (includes equivalency)",63.7
"12099",79.6,"High school graduate (includes equivalency)",68.5
"12101",79.9,"High school graduate (includes equivalency)",57.4
"12103",80,"High school graduate (includes equivalency)",65.2
"12105",80.1,"High school graduate (includes equivalency)",61.4
"12107",74.5,"High school graduate (includes equivalency)",54.9
"12109",78.1,"High school graduate (includes equivalency)",66.3
"12111",72.3,"High school graduate (includes equivalency)",63.7
"12113",75,"High school graduate (includes equivalency)",56.9
"12115",74.8,"High school graduate (includes equivalency)",65.3
"12117",81.8,"High school graduate (includes equivalency)",64.1
"12119",39.4,"High school graduate (includes equivalency)",39.1
